id;vader_neg;vader_neu;vader_pos;vader_compound;roberta_neg;roberta_neu;roberta_pos;review_id;review_title;review_date;review_rating;review_content;review_location;sentiment_roberta;sentiment_vader;sentiment_textblob;rating_sentiment
64d6ab086e7a34ff1532b3bc;0.019;0.814;0.167;0.9072;0.13470932841300964;0.32977724075317383;0.5355134606361389;64d6ab086e7a34ff1532b3bc;Great quality product and in great…;2023-08-11;5;Great quality product and in great condition. No issue with expondo although bear in mind 1-3 days delivery may apply to some items but mine came from Poland and I don't recall seeing it could take around 2 weeks which I see as acceptable but I was expecting far sooner so just bare that in mind. May also have been due to stuff like a certain country trying to take over a bordering country which may also cause delays. #furussia;GB;Positive;Positive;Positive;Positive
64d6ab086e7a34ff1532b3bc;0.019;0.814;0.167;0.9072;0.13470932841300964;0.32977724075317383;0.5355134606361389;64d6ab086e7a34ff1532b3bc;Great quality product and in great…;2023-08-11;5;Great quality product and in great condition. No issue with expondo although bear in mind 1-3 days delivery may apply to some items but mine came from Poland and I don't recall seeing it could take around 2 weeks which I see as acceptable but I was expecting far sooner so just bare that in mind. May also have been due to stuff like a certain country trying to take over a bordering country which may also cause delays. #furussia;GB;Positive;Positive;Positive;Positive
64d38d0411e93d384055f33e;0.0;0.794;0.206;0.7579;0.03243636339902878;0.4468947947025299;0.5206689238548279;64d38d0411e93d384055f33e;a trustworthy professional company;2023-08-09;4;a trustworthy professional companythey need to improve their customer communication.specifically they need acknowledge the order fast (less than 12 hours) via email and to mention possible delivery dates;GB;Positive;Positive;Positive;Positive
64d2b188b4e88f57d68da4b8;0.0;0.0;0.0;0.0;0.25829431414604187;0.4512723982334137;0.2904333174228668;64d2b188b4e88f57d68da4b8;Excellent product at a good price;2023-08-08;5;;GB;Neutral;Neutral;Neutral;Positive
64cf60dbdda4069ee0f0a6e8;0.0;0.558;0.442;0.8591;0.0021231439895927906;0.01800680160522461;0.979870080947876;64cf60dbdda4069ee0f0a6e8;Highly recommended;2023-08-06;5;I'm excited about that part. Good quality and best workmanship. The price-performance ratio is right.;DE;Positive;Positive;Positive;Positive
64cd23fd26096e36f1a7cb6e;0.256;0.715;0.028;-0.8818;0.9614695310592651;0.0335499569773674;0.004980479832738638;64cd23fd26096e36f1a7cb6e;It’s a scam website and company;2023-08-04;1;It’s a scam website and company. They have no contact number or email on their website. Their website says delivery in 1-3 days but it’s taking 2-3 weeks. Complete SCAM! Don’t order from them.;PK;Negative;Negative;Positive;Negative
64ca794a2910a3174a272877;0.052;0.855;0.093;0.296;0.9083620309829712;0.0816594809293747;0.009978431276977062;64ca794a2910a3174a272877;Good will not arrive on time  as promised;2023-08-02;3;The reason I gave them 3 stars was not a flaw in the product but false advertising ,, it said 1/3 day’s estimated deliver it took almost 2 weeks ,, I needed for a party so I was disappointed,, also there is no email or telephone number to contact them ,, needs to be more professional;IE;Negative;Positive;Negative;Neutral
64dfa578cdcc75c3ca72308e;0.126;0.8;0.074;-0.2263;0.8723849654197693;0.11951395869255066;0.008101074956357479;64dfa578cdcc75c3ca72308e;No way to contact expondo.ch;2023-08-01;1;No way to contact expondo.chItem was paid and not shipped for 3 weeks.no phone number email etc.;CH;Negative;Negative;Neutral;Negative
64d09f5e4a749a4fef2ae27d;0.0;0.606;0.394;0.8932;0.0016647853190079331;0.012328015640377998;0.9860072135925293;64d09f5e4a749a4fef2ae27d;Very good product availability and…;2023-07-31;5;Very good product availability and excellent prices.The delivery was fast and the parcel was well packed.I would definitely reorder on this site.;FR;Positive;Positive;Positive;Positive
64c9223d656a964ada6f4c3c;0.0;1.0;0.0;0.0;0.03600892052054405;0.6005502939224243;0.3634408116340637;64c9223d656a964ada6f4c3c;Delivery was as quick as it could be…;2023-07-29;5;Delivery was as quick as it could be seeing it was coming from abroad;GB;Neutral;Neutral;Positive;Positive
64c3747b3a0b9d16a92f3651;0.0;0.0;0.0;0.0;0.25829431414604187;0.4512723982334137;0.2904333174228668;64c3747b3a0b9d16a92f3651;Spam like hell;2023-07-28;1;;DK;Neutral;Neutral;Neutral;Negative
64c580265f8a6fbb3c7e2d7e;0.0;0.529;0.471;0.8934;0.001918554655276239;0.012019062414765358;0.9860623478889465;64c580265f8a6fbb3c7e2d7e;Super quick delivery and great product;2023-07-28;5;Super quick delivery and great product. Definitely not the last time I buy something from here🤩👍🏻;DK;Positive;Positive;Positive;Positive
64d3f92b5516c9043cc1df72;0.054;0.792;0.154;0.8761;0.018345030024647713;0.08284179121255875;0.8988131880760193;64d3f92b5516c9043cc1df72;Excellent customer service;2023-07-27;5;I borrowed a brand new popcorn machine for a party. It was really nice looking and had two small doors made of glass.  Unfortunately one of the doors was shattered during the party. I contacted expondo customer service to buy a new door since the machine was originally supplied by them.Chrissie from expondo was an excellent help in a somewhat difficult situation. The door was not on stock right away but Chrissie contacted me as soon as it was available and I got a new door shipped to my home at a very reasonable price. Excellent service.;DK;Positive;Positive;Positive;Positive
64d3f92b5516c9043cc1df72;0.054;0.792;0.154;0.8761;0.018345030024647713;0.08284179121255875;0.8988131880760193;64d3f92b5516c9043cc1df72;Excellent customer service;2023-07-27;5;I borrowed a brand new popcorn machine for a party. It was really nice looking and had two small doors made of glass.  Unfortunately one of the doors was shattered during the party. I contacted expondo customer service to buy a new door since the machine was originally supplied by them.Chrissie from expondo was an excellent help in a somewhat difficult situation. The door was not on stock right away but Chrissie contacted me as soon as it was available and I got a new door shipped to my home at a very reasonable price. Excellent service.;DK;Positive;Positive;Positive;Positive
64c0fbbcc2b0639aeaba956a;0.142;0.793;0.065;-0.9215;0.9057984948158264;0.08400221914052963;0.010199327021837234;64c0fbbcc2b0639aeaba956a;Undelivered , unfunctionally damaged, wont refund - i have made an order paid for it;2023-07-26;1;I have made an order paid for it. And yet it keeps saying shipped and never shipped. Tracking keeps saying cant find shipment. It arrived in the end. Its.damaged to the point of not possiable to assemble fully. They wont refund full for unuseable product. Add insult to injury. The ceo owner is arrogant, the staff rude, aggressive, wont assist will offer variouse vouchers of 70, 100 etc. But not refund. I ordered a new item, i should.be able to assemble and use. Which it was not possiable. They discard item. So we did i have.email than say u are using partial which we are not. They going down hill. It was 14 damages in total on item 3 in places where it has to join another making it impossiable.My advice to everyone. Do not buy fron them. Google. Many shoppers are suffering. And they not taking responsibility. It worth risk losing your money. Is worth the hassle. Go to another distributor. They are not worth the risk.;GB;Negative;Negative;Positive;Negative
64c74d8670c6a2f2d84b749c;0.041;0.875;0.084;0.3933;0.9218454957008362;0.07096021622419357;0.007194212172180414;64c74d8670c6a2f2d84b749c;Feels like a scam;2023-07-25;1;Feels like a scam, ordered product on basis 1-3 day delivery in UK, invoice stated the same. Tracking comes through after 24 hours, product in Poland and will be 7-10 working days. Raised this with expondo, they say its incorrect on the website and if I don't want it refuse delivery. Other items still advertised the same on website. Normally wouldn't be that bothered but needed item for birthday present and they really don't seem that bothered about customer service. Very dissapointed.;GB;Negative;Positive;Positive;Negative
64c577884162de163a42e44d;0.0;0.788;0.212;0.6369;0.4830799102783203;0.4198671281337738;0.0970529317855835;64c577884162de163a42e44d;Perfekt Product dilivery;2023-07-25;4;Sligthly later delivery than announced. Product perfekt, value for money okay. The deliverer put the goods in front of the house without contakt. Thatcher wasn't okay.;DE;Negative;Positive;Positive;Positive
64bf9ee55084d7d95bb5e917;0.227;0.715;0.057;-0.955;0.9261019229888916;0.06761908531188965;0.00627903314307332;64bf9ee55084d7d95bb5e917;Zero stars;2023-07-24;1;Ordered yesterday, no email confirmation.  Tried to contact, no contact information, tried on Facebook, no reply !!!Scam site....AndNow they complain they want more information about this review ??Asking for a invoice number ..Well I would give you it if you sent me a receipt for my £164.00 purchase..UPDATE 28/07Tried to call number doesn't work no way of finding out my order number as signed out as a guest ,now going through bank for a charge backSTAY AWAY FROM THIS SCAM SITE;GB;Negative;Negative;Positive;Negative
64bac496b20a156b25c5ea20;0.0;0.455;0.545;0.34;0.1760108917951584;0.6647889018058777;0.1592002809047699;64bac496b20a156b25c5ea20;Value;2023-07-21;5;Value for money;GB;Neutral;Positive;Neutral;Positive
64b814d0339bc1ec317b2e2e;0.0;0.0;0.0;0.0;0.25829431414604187;0.4512723982334137;0.2904333174228668;64b814d0339bc1ec317b2e2e;Great value for good quality products;2023-07-19;5;;GB;Neutral;Neutral;Neutral;Positive
64c0c4ea58b5d5991cb056ad;0.108;0.758;0.133;-0.3041;0.949715793132782;0.04546311870217323;0.004820987582206726;64c0c4ea58b5d5991cb056ad;NOT TRUSTWORTHY part 1 and 2;2023-07-14;1;ordered a product on 14 july paid by credit card but says product not yet shipped ..on site said shipping on day of payment ..tried to contact get only computer response trying by phone no luck...I DONT RECOMEND YOU BUY FROM THIS SITE!!!!!!!!!!!!!! Just got an email saying my problem has been resolved no explanation but tracking still says product still not shipped !!!! No direct reply form anybody there...WHAT A JOKE COMPANY!!!!!!;CH;Negative;Negative;Negative;Negative
64be5616193834b23798a56c;0.135;0.865;0.0;-0.784;0.9623104929924011;0.03373526781797409;0.003954164683818817;64be5616193834b23798a56c;We ordered a filling machine which came…;2023-07-14;1;We ordered a filling machine which came without an essential part. Expondo are no longer contactable on 01633 373642, the recorded announcement states the line “is down”, no alternative numbers or emails are given on the website.We are stuck with a piece of equipment we cannot use and no way of getting in touch with the supplier.Terrible customer service. Have they gone bust?!;GB;Negative;Negative;Negative;Negative
64aef104b2190187604fe0f3;0.306;0.694;0.0;-0.296;0.2763764560222626;0.5775358080863953;0.14608782529830933;64aef104b2190187604fe0f3;Buying;2023-07-12;1;Buying, no problem.Service, warranty? Not existing.;NO;Neutral;Negative;Neutral;Negative
64ad4a1efd03e89683497014;0.0;0.815;0.185;0.6124;0.0014024443225935102;0.012887864373624325;0.9857096672058105;64ad4a1efd03e89683497014;Very reliable supplier;2023-07-11;5;Very reliable supplier, I’ve used them a number times over the last 2 years and I’m happy with the process, their products and their customer service.;GB;Positive;Positive;Positive;Positive
64a7f571cf0f7e9bed5f38a3;0.0;0.584;0.416;0.9526;0.0014231248060241342;0.015508008189499378;0.9830688238143921;64a7f571cf0f7e9bed5f38a3;Excellent customer service 100%th from…;2023-07-07;5;Excellent customer service both from Expondo and from UPS . GREAT communication every day via email to track our parcel. We will definitely recommend purchasing from Expondo to our friends !;ES;Positive;Positive;Positive;Positive
649eee47c2187c7aff8ed843;0.515;0.485;0.0;-0.6486;0.5055392980575562;0.4526296854019165;0.041831038892269135;649eee47c2187c7aff8ed843;TERRIBLE EXPERIENCE;2023-06-30;1;TERRIBLE EXPERIENCENEVER RECEIVED ITEM OR REFUNDABSOLUTELY AVOID;IT;Negative;Negative;Negative;Negative
6499a675ecd8bf646c7fa812;0.156;0.78;0.063;-0.7717;0.909629225730896;0.07953865081071854;0.01083208154886961;6499a675ecd8bf646c7fa812;Good easy site to use but do not order…;2023-06-26;2;Good easy site to use but do not order big ticket items on COD this site wasted a week of my time by allowing me to select this as an option for purchase and when I checked my order it got cancelled rang them and they said no COD but offered on siteWaste of time;IE;Negative;Negative;Positive;Negative
6493613cbfc2466b3cf82235;0.118;0.417;0.465;0.7184;0.01365689467638731;0.07405302673578262;0.912290096282959;6493613cbfc2466b3cf82235;Excellent product & it's performance…;2023-06-20;5;Excellent product & it's performance bit noisy though. Overall satisfying.;GB;Positive;Positive;Positive;Positive
64900408c25232f94dcf9169;0.0;1.0;0.0;0.0;0.021013397723436356;0.7199978232383728;0.25898879766464233;64900408c25232f94dcf9169;Delivery on time and product as…;2023-06-19;5;Delivery on time and product as described;IT;Neutral;Neutral;Neutral;Positive
648c55ddef842cf9456bbfb5;0.176;0.576;0.248;0.4576;0.0024514582473784685;0.021759238094091415;0.9757893085479736;648c55ddef842cf9456bbfb5;Very easy to deal with;2023-06-15;5;Very easy to deal with had no trouble with purchasing or delivery. All arrived in perfect condition and very fast;IE;Positive;Positive;Positive;Positive
648d99ac69163fec0337d0c3;0.0;1.0;0.0;0.0;0.00480637326836586;0.05836302042007446;0.9368306398391724;648d99ac69163fec0337d0c3;Wine cooler Royal Catering;2023-06-15;5;Wine cooler which I wanted (Royal Catering 428 l).Delivery fast (just 2 days, which is great).Everything was okey.;CZ;Positive;Neutral;Positive;Positive
6489ae346964ca2778215459;0.0;0.0;0.0;0.0;0.25829431414604187;0.4512723982334137;0.2904333174228668;6489ae346964ca2778215459;great prices and fast delivery;2023-06-14;5;;IE;Neutral;Neutral;Neutral;Positive
6483362f706f837cb1fb4c6a;0.114;0.509;0.377;0.7346;0.006380186881870031;0.07563350349664688;0.917986273765564;6483362f706f837cb1fb4c6a;Very good concern and fast problem…;2023-06-08;5;Very good concern and fast problem solving to answer my question. They after service us trustable.;DE;Positive;Positive;Positive;Positive
648df1c7706f837cb100c81d;0.0;0.0;0.0;0.0;0.25829431414604187;0.4512723982334137;0.2904333174228668;648df1c7706f837cb100c81d;Very satisfied thnx;2023-06-07;5;;CZ;Neutral;Neutral;Neutral;Positive
647f6675e4a053a5b5c1b893;0.129;0.871;0.0;-0.5994;0.9060635566711426;0.08675431460142136;0.007182242814451456;647f6675e4a053a5b5c1b893;Waste of money and time;2023-06-06;1;Ordered a doughnut machine £1,800. Product never left Poland and we have been refused a refund as they are saying they tried to deliver it. Shocking company and trading standards have been contacted.Employee spoken to : Horváth Àron;GB;Negative;Negative;Negative;Negative
64831ef9706f837cb1fb3adf;0.0;0.0;0.0;0.0;0.25829431414604187;0.4512723982334137;0.2904333174228668;64831ef9706f837cb1fb3adf;Good good jii;2023-06-04;5;;GB;Neutral;Neutral;Neutral;Positive
6489b889706f837cb1fe8453;0.0;0.691;0.309;0.8553;0.001987501047551632;0.009863981045782566;0.9881485104560852;6489b889706f837cb1fe8453;Delighted with camping fridge;2023-06-02;5;Delighted with camping fridgeIt works well, is quiet and does not seem to run the car battery down too much. Very happy with this.;IE;Positive;Positive;Positive;Positive
647dce8fb62d7a9fe6b3b866;0.035;0.917;0.048;-0.25;0.5194772481918335;0.4353930354118347;0.04512973502278328;647dce8fb62d7a9fe6b3b866;Complaint;2023-06-02;1;"""On Friday, May 2, 2023, we received a shipment (pizza oven) from you, order number 3002877, invoice number SK-10339.The invoice does not include our VAT identification number: SK2020477613.VAT in the amount of EUR 67.33 was incorrectly added to the price. We request a correction of the invoice and settlement of the difference.The package arrived in a damaged condition, for which we have a proof from the GLS courier. However, the device appeared visually undamaged, and its functionality will be tested during this week.""";SK;Negative;Negative;Neutral;Negative
647e06bb6f210b77115d848f;0.0;0.729;0.271;0.6369;0.004413514398038387;0.11561056971549988;0.8799759149551392;647e06bb6f210b77115d848f;Fast and relyable delivery for a fair…;2023-06-02;5;Fast and relyable delivery for a fair price and of coarse reasonable prices and a good product quality.;DE;Positive;Positive;Positive;Positive
647dd2c5186825050de182a2;0.244;0.756;0.0;-0.4404;0.9219292998313904;0.06953129917383194;0.008539389818906784;647dd2c5186825050de182a2;the bag is too small;2023-06-01;1;the bag is too small. not the correct measure. worthless;PT;Negative;Negative;Negative;Negative
6481c87b7eb8764980d07d95;0.45;0.481;0.068;-0.9334;0.9800470471382141;0.0175795815885067;0.002373302122578025;6481c87b7eb8764980d07d95;Broken products,Terrible customer support;2023-06-01;1;Terrible customer support, they send me a broken hotdog steamer with loose wire and ask me to fix the problem. Cheap products, bad quality!!! Avoid if possible;GB;Negative;Negative;Negative;Negative
64770c94073791baeeb8d6b5;0.217;0.729;0.054;-0.8286;0.9720889925956726;0.024571407586336136;0.00333959492854774;64770c94073791baeeb8d6b5;DO NOT ORDER FROM THIS SCAM COMPANY;2023-05-31;1;Do not order from this website, they sent me a faulty product, a barber chair that I paid over €600 for. It is unusable and I have now sent three emails to rectify the problem and no response. Do yourself a favour, DO NOT ORDER FROM THIS SCAM COMPANY.;IE;Negative;Negative;Neutral;Negative
647532fb6fbec453c9d24a8f;0.108;0.788;0.103;0.2023;0.02439866028726101;0.17422513663768768;0.8013761639595032;647532fb6fbec453c9d24a8f;I gave 4 stars bcs the steamer get very…;2023-05-30;4;I gave 4 stars bcs the steamer get very hot in middle and there is no adjusting function to lthe lower levelThe back of the steam does not get heated as front oneOverall everything else works perfectly;GB;Positive;Positive;Positive;Positive
6474f7caf977acce9186a9e7;0.0;0.834;0.166;0.6573;0.14506840705871582;0.29894259572029114;0.5559890270233154;6474f7caf977acce9186a9e7;Quite simply a great buy;2023-05-29;5;Quite simply a great buy. Removes all chemicals and debris from drinking water. Can never ever go back to normal drinking (tap) water again.;NO;Positive;Positive;Positive;Positive
6475b533b1f4963133ba46e9;0.066;0.934;0.0;-0.296;0.5628519654273987;0.37614870071411133;0.06099938973784447;6475b533b1f4963133ba46e9;Poor communication and unrealistic delivery statement;2023-05-26;1;Took 9 days to arrive when stated delivery 4-7 days.  I had to buy again from a supplier who were able to deliver next day.  No tracking or updates and the pump was required urgently;GB;Negative;Negative;Positive;Negative
648318a4c4234462867374f2;0.593;0.407;0.0;-0.8481;0.9571974873542786;0.04049001634120941;0.0023124935105443;648318a4c4234462867374f2;Bad service equipment was faulty raised…;2023-05-26;1;Bad service equipment was faulty raised a complaint till today no response;GB;Negative;Negative;Negative;Negative
64857ce4c423446286747e2c;0.0;0.408;0.592;0.7003;0.004916289355605841;0.09319257736206055;0.9018910527229309;64857ce4c423446286747e2c;Good prices;2023-05-26;5;Good prices, fast delivery, good communication.;IE;Positive;Positive;Positive;Positive
646dca02a585acd6041262f6;0.085;0.823;0.092;0.0772;0.7054848074913025;0.27323442697525024;0.02128075808286667;646dca02a585acd6041262f6;Order;2023-05-24;1;I have ordered products, paid by card and finally I have received an email with another price (higher) that I should pay. I have seen as well banner with another price than product etc. Be careful. I had to cancel the order.;CZ;Negative;Positive;Positive;Negative
646d2fc6235d9f31192e704f;0.341;0.516;0.143;-0.7841;0.9816686511039734;0.015610787086188793;0.002720541087910533;646d2fc6235d9f31192e704f;Terrible quility of products;2023-05-23;1;Terrible quility of products. The product I purchased broke on the first use. Unbelievably bad customer service. Please, do yourself à favor and avoid this company;SE;Negative;Negative;Negative;Negative
646d82f8912d984637000e4a;0.0;0.859;0.141;0.2023;0.05228882282972336;0.867108941078186;0.08060221374034882;646d82f8912d984637000e4a;De levering was gepland op 26/5 en is…;2023-05-23;5;De levering was gepland op 26/5 en is aangekomen op 23/5. Top;BE;Neutral;Positive;Positive;Positive
646a636715fe44bf0caea7b4;0.0;0.51;0.49;0.7717;0.002094042720273137;0.03713809698820114;0.9607678055763245;646a636715fe44bf0caea7b4;Good and easy to shop;2023-05-19;5;Good and easy to shop. Fast delivery straight to the door;DK;Positive;Positive;Positive;Positive
64690a1d0b5ae98f505de7fc;0.0;0.703;0.297;0.4215;0.0036670805420726538;0.12438320368528366;0.8719497323036194;64690a1d0b5ae98f505de7fc;came quickly and look like they will be…;2023-05-19;5;came quickly and look like they will be what we want;GB;Positive;Positive;Positive;Positive
6464ef8ef652caa61e43f5c2;0.0;0.588;0.412;0.2732;0.08259600400924683;0.5537756681442261;0.3636283278465271;6464ef8ef652caa61e43f5c2;Fast delivery;2023-05-16;5;God price, fast delivery;SE;Neutral;Positive;Positive;Positive
648226aed2c60a3bba10e143;0.0;0.412;0.588;0.8748;0.0029266951605677605;0.027884529903531075;0.9691887497901917;648226aed2c60a3bba10e143;Great costumer support;2023-05-15;5;Great costumer support, very good quality items and fast delivery.;DK;Positive;Positive;Positive;Positive
6461cb928aa664cc2d3cf307;0.0;0.791;0.209;0.6696;0.0025932984426617622;0.026223640888929367;0.9711830019950867;6461cb928aa664cc2d3cf307;Delivery was fast;2023-05-12;5;Delivery was fast, information at anytime before delivering, best price in market, can´t wait to use my telescope!;DE;Positive;Positive;Positive;Positive
6458f052ed5cb936562a1829;0.0;0.0;0.0;0.0;0.25829431414604187;0.4512723982334137;0.2904333174228668;6458f052ed5cb936562a1829;Very pleased.;2023-05-08;5;;IE;Neutral;Neutral;Neutral;Positive
6458922f0f20afd2132d5290;0.0;0.848;0.152;0.6124;0.003183360444381833;0.04375964403152466;0.953057050704956;6458922f0f20afd2132d5290;Fast Delivery and good Prices;2023-05-08;5;Delivery was faster than expected (and announced) with sensible updates to the status in-between. The product quality is good, and with the rather frequent promotions, pricing is suitable as well.;DE;Positive;Positive;Positive;Positive
64590e611234c76f2d56bacd;0.079;0.901;0.02;-0.6643;0.9648034572601318;0.03206873685121536;0.0031278012320399284;64590e611234c76f2d56bacd;We order material on their website never came;2023-05-08;1;"We order material on their website. Raben (the transportation company) said it was delivered but the 50kg material never came to our store. Awfull customer service, no one knows where it is, and no one answers our questions about who and where the package was ""delivered"". Would never order from them ever again. Still pending to know what happened! The portuguese number is not in service. Seems a very shady company.";PT;Negative;Negative;Negative;Negative
6456d4472b51330a2189711b;0.0;0.69;0.31;0.743;0.002276494400575757;0.014750382862985134;0.9829730987548828;6456d4472b51330a2189711b;Fast shipping,good quality and…;2023-05-07;5;Fast shipping,good quality and following up it is amazing. I do recommend the seller and the site;FR;Positive;Positive;Positive;Positive
6452b244cac127f225b230f0;0.0;0.0;0.0;0.0;0.25829431414604187;0.4512723982334137;0.2904333174228668;6452b244cac127f225b230f0;Fast delivery;2023-05-03;5;;DK;Neutral;Neutral;Neutral;Positive
6452c9d6bc56ae3675e06e8b;0.0;0.0;0.0;0.0;0.25829431414604187;0.4512723982334137;0.2904333174228668;6452c9d6bc56ae3675e06e8b;Easy to order and fast delivery.;2023-05-03;5;;SE;Neutral;Neutral;Neutral;Positive
6450fcb8b68e961278ade8d3;0.0;0.0;0.0;0.0;0.25829431414604187;0.4512723982334137;0.2904333174228668;6450fcb8b68e961278ade8d3;Good work and easy to find out;2023-05-02;5;;DK;Neutral;Neutral;Neutral;Positive
64528a324637ae94704e7c6a;0.0;0.0;0.0;0.0;0.25829431414604187;0.4512723982334137;0.2904333174228668;64528a324637ae94704e7c6a;On-time and great deal;2023-05-02;5;;GB;Neutral;Neutral;Neutral;Positive
6482e98d706f837cb1fb0f08;0.0;0.0;0.0;0.0;0.25829431414604187;0.4512723982334137;0.2904333174228668;6482e98d706f837cb1fb0f08;Reasonable price and excellent service;2023-04-30;5;;IE;Neutral;Neutral;Neutral;Positive
645de01107a8b3cc97f0ae69;0.052;0.92;0.028;-0.2294;0.31741371750831604;0.4227702021598816;0.25981613993644714;645de01107a8b3cc97f0ae69;Air purifier 10050053 - product worth recommendation;2023-04-29;4;Quick checkout. Bought air purifier 10050053 works proper - used to desinfect the interior of some cars because the cabin air filter change didn't help much. After the deodorisation (~30 min.) the unpleasant smell shortly after after turning on the AC is finally gone! Only drawback is the full user manual non included in the package but downloadable form the shop manual QR-code or link...but I'm an old school guy who prefers the printed ones.A product worth recommendation after all!;PL;Neutral;Negative;Positive;Positive
645de01107a8b3cc97f0ae69;0.052;0.92;0.028;-0.2294;0.31741371750831604;0.4227702021598816;0.25981613993644714;645de01107a8b3cc97f0ae69;Air purifier 10050053 - product worth recommendation;2023-04-29;4;Quick checkout. Bought air purifier 10050053 works proper - used to desinfect the interior of some cars because the cabin air filter change didn't help much. After the deodorisation (~30 min.) the unpleasant smell shortly after after turning on the AC is finally gone! Only drawback is the full user manual non included in the package but downloadable form the shop manual QR-code or link...but I'm an old school guy who prefers the printed ones.A product worth recommendation after all!;PL;Neutral;Negative;Positive;Positive
644d83f57a75c504401e81d1;0.0;0.481;0.519;0.6597;0.012032506987452507;0.16440428793430328;0.8235632181167603;644d83f57a75c504401e81d1;Delivered at my garden;2023-04-28;5;My good was delivered faster than promised.;DK;Positive;Positive;Positive;Positive
6599746361b6c9ff43e5869b;0.235;0.765;0.0;-0.9692;0.9698595404624939;0.026547925546765327;0.003592520486563444;6599746361b6c9ff43e5869b;I’m very disappointed over this…;2023-04-25;1;I’m very disappointed over this company, and the wrong doing of them!1. April 2022 at 12:45 didI received a email about a refund, and there was a code, that I should’ve be able access but yet it didn’t work.I have tried contacting them over every possible way, no response and not!!If I was you do not buy from expondo!I have lost 577,34 pounds because they can’t afford to give it back to me.I’m disappointed and very furious over this situation!!!!!!!;DK;Negative;Negative;Negative;Negative
644a587b33003c98cd0093b2;0.0;0.734;0.266;0.4404;0.003540866309776902;0.07585079967975616;0.9206083416938782;644a587b33003c98cd0093b2;Everything worked as expected;2023-04-25;5;Everything worked as expected, good information during the transportation.;SE;Positive;Positive;Positive;Positive
644909b38cac1bd5b9da222d;0.0;0.636;0.364;0.9632;0.0013254707446321845;0.008247757330536842;0.990426778793335;644909b38cac1bd5b9da222d;Super desk!;2023-04-25;5;The lieferung was within the given timeframe and it was really easy.The package arrived in perfect condition and it was super easy to build.I bought an electric desk and it is an amazing item ! very happy with it!;GB;Positive;Positive;Positive;Positive
6442c44411788b234aaf57f4;0.189;0.711;0.1;-0.7889;0.9607140421867371;0.03362010046839714;0.005665818229317665;6442c44411788b234aaf57f4;Worst place ever;2023-04-21;2;Worst place everWebsite is awful can't even see where to make account and when you order without one the team can't even help you with it.Avoid this place at all cost.Had to wait days to get response which was that they can't help it fck these people never doing anything with them ever again.Thanks for nothing.Also additional details i had no clue where the parts missing and also the inner pot came damaged so yeah great place to buy stuff definitely not.;FI;Negative;Negative;Negative;Negative
644534be23bc64e7699699c5;0.0;0.844;0.156;0.7568;0.003249464090913534;0.0350242480635643;0.9617263674736023;644534be23bc64e7699699c5;Very fast delivery and a reliable…;2023-04-20;5;Very fast delivery and a reliable tracking service made it easy to track my parcel every step of the way all the way to the UK!! Delivered using Fed Ex/ UPS - reputable couriers representing a reputable company. Faultless service;GB;Positive;Positive;Positive;Positive
648eb824706f837cb100ffbf;0.0;0.0;0.0;0.0;0.25829431414604187;0.4512723982334137;0.2904333174228668;648eb824706f837cb100ffbf;Everything OK.;2023-04-17;5;;CZ;Neutral;Neutral;Neutral;Positive
64392ffb0e3b7ab67a5ec79f;0.0;0.344;0.656;0.9359;0.001934374449774623;0.021057114005088806;0.9770085215568542;64392ffb0e3b7ab67a5ec79f;Fast and good service to a really good…;2023-04-14;5;Fast and good service to a really good quality, pleasant prices as well. NICE!;SE;Positive;Positive;Positive;Positive
6437c4376173dde0f3481f43;0.0;0.734;0.266;0.4404;0.0023353095166385174;0.06459853053092957;0.9330661296844482;6437c4376173dde0f3481f43;Packet deliveried very fast and it was…;2023-04-12;5;Packet deliveried very fast and it was good condition;FI;Positive;Positive;Positive;Positive
6436c3e4f3b92420f97e18af;0.0;0.6;0.4;0.6115;0.001398153486661613;0.014022410847246647;0.9845794439315796;6436c3e4f3b92420f97e18af;Very happy with there products and…;2023-04-12;5;Very happy with there products and delivery👍;GB;Positive;Positive;Positive;Positive
6434f7fd22a3959e9d09b574;0.0;0.735;0.265;0.3671;0.0013804789632558823;0.017859242856502533;0.9807602167129517;6434f7fd22a3959e9d09b574;Thrustful delivererer;2023-04-11;5;The product arrived almost in time. Thank You!;FI;Positive;Positive;Neutral;Positive
643eb39e86d4069d6608e2ff;0.0;0.0;0.0;0.0;0.25829431414604187;0.4512723982334137;0.2904333174228668;643eb39e86d4069d6608e2ff;top nice and quick delivery;2023-04-10;5;;DK;Neutral;Neutral;Neutral;Positive
64347aa0fcfdd54f01af216a;0.078;0.81;0.111;0.129;0.9221727252006531;0.07132583111524582;0.006501482333987951;64347aa0fcfdd54f01af216a;Return issues;2023-04-10;1;What was wrong?I just want to return the item as not happy with the product .They told me that someone will contact me in order to collect it but this hadn't happen so far in 2 weeks.It takes too long.I just want my refund as not happy with the product and to be honest I don't know if I will get it back.I can't find any uk contact number only emails.;GB;Negative;Positive;Negative;Negative
